Nom de la commune,Populationtotal,Population_string
Clermont-de-Beauregard,106,106
Colombier,269,269
Coly-Saint-Amand,612,612
Comberanche-et-Épeluche,171,171
Condat-sur-Trincou,488,488
Condat-sur-Vézère,898,898
Conne-de-Labarde,250,250
Connezac,74,74
La Coquille,1341,1341
Corgnac-sur-l'Isle,848,848
Cornille,689,689
Les Coteaux Périgourdins,599,599
Coubjours,129,129
Coulaures,821,821
Coulounieix-Chamiers,8008,8008
Cours-de-Pile,1611,1611
Coursac,2193,2193
Coutures,186,186
Coux et Bigaroque-Mouzens,1260,1260
Couze-et-Saint-Front,726,726
Creyssac,99,99
Creysse,1772,1772
Creyssensac-et-Pissot,271,271
Cubjac-Auvézère-Val d'Ans,1092,1092
Cunèges,295,295
Daglan,557,557
Doissat,110,110
Domme,933,933
La Dornac,408,408
Douchapt,368,368
Douville,461,461
La Douze,1166,1166
Douzillac,807,807
Dussac,408,408
Échourgnac,399,399
Église-Neuve-d'Issac,143,143
Église-Neuve-de-Vergt,554,554
Escoire,427,427
Étouars,156,156
Excideuil,1218,1218
Eygurande-et-Gardedeuil,410,410
Eymet,2674,2674
Eyraud-Crempse-Maurens,1625,1625
Eyzerac,569,569
Les Eyzies,1116,1116
Fanlac,140,140
Les Farges,336,336
Faurilles,36,36
Faux,640,640
La Feuillade,753,753
Firbeix,316,316
Le Fleix,1537,1537
Fleurac,255,255
Florimont-Gaumier,144,144
Fonroque,328,328
La Force,2798,2798
Fossemagne,550,550
Fougueyrolles,496,496
Fouleix,256,256
Fraisse,173,173
Gabillou,97,97
Gageac-et-Rouillac,474,474
Gardonne,1617,1617
Gaugeac,113,113
Génis,482,482
Ginestet,743,743
Gout-Rossignol,386,386
Grand-Brassac,546,546
Granges-d'Ans,156,156
Grignols,682,682
Grives,124,124
Groléjac,670,670
Grun-Bordas,231,231
Hautefaye,137,137
Hautefort,944,944
Issac,450,450
Issigeac,767,767
Jaure,172,172
Javerlhac-et-la-Chapelle-Saint-Robert,856,856
Jayac,178,178
La Jemaye-Ponteyraud,157,157
Journiac,445,445
Jumilhac-le-Grand,1289,1289
Lacropte,664,664
Lalinde,2831,2831
Lamonzie-Montastruc,722,722
Lamonzie-Saint-Martin,2567,2567
Lamothe-Montravel,1351,1351
Lanouaille,1029,1029
Lanquais,510,510
Le Lardin-Saint-Lazare,1791,1791
Larzac,145,145
Lavalade,83,83
Lavaur,72,72
Les Lèches,370,370
Léguillac-de-l'Auche,1008,1008
Lembras,1178,1178
Lempzours,139,139
Limeuil,348,348
Limeyrat,455,455
Liorac-sur-Louyre,246,246
Lisle,870,870
Lolme,199,199
Loubejac,267,267
Lunas,391,391
Lusignac,181,181
Lussas-et-Nontronneau,307,307
Manzac-sur-Vern,606,606
Marcillac-Saint-Quentin,811,811
Mareuil en Périgord,2390,2390
Marnac,189,189
Marquay,586,586
Marsac-sur-l'Isle,3178,3178
Marsalès,237,237
Mauzac-et-Grand-Castang,873,873
Mauzens-et-Miremont,312,312
Mayac,349,349
Mazeyrolles,316,316
Ménesplet,1832,1832
Mensignac,1547,1547
Mescoules,177,177
Meyrals,654,654
Mialet,622,622
Milhac-de-Nontron,518,518
Minzac,463,463
Molières,340,340
Monbazillac,919,919
Monestier,394,394
Monfaucon,298,298
Monmadalès,83,83
Monmarvès,64,64
Monpazier,479,479
Monplaisant,300,300
Monsac,199,199
Monsaguel,159,159
Montagnac-d'Auberoche,151,151
Montagnac-la-Crempse,405,405
Montagrier,526,526
Montaut,132,132
Montazeau,300,300
Montcaret,1475,1475
Montferrand-du-Périgord,161,161
Montignac,2823,2823
Montpeyroux,449,449
Montpon-Ménestérol,5578,5578
Montrem,1278,1278
Mouleydier,1150,1150
Moulin-Neuf,940,940
Mussidan,2764,2764
Nabirat,380,380
Nadaillac,380,380
Nailhac,335,335
Nanteuil-Auriac-de-Bourzac,227,227
Nantheuil,988,988
Nanthiat,241,241
Nastringues,121,121
Naussannes,258,258
Négrondes,825,825
Neuvic,3655,3655
Nontron,3160,3160
Orliac,62,62
Orliaguet,115,115
Parcoul-Chenaud,792,792
Paulin,263,263
Paunat,314,314
Paussac-et-Saint-Vivien,475,475
Pays de Belvès,1453,1453
Payzac,998,998
Pazayac,893,893
Périgueux,31552,31552
Petit-Bersac,185,185
Peyrignac,589,589
Peyrillac-et-Millac,226,226
Peyzac-le-Moustier,177,177
Pezuls,125,125
Piégut-Pluviers,1200,1200
Le Pizou,1333,1333
Plaisance,435,435
Plazac,718,718
Pomport,762,762
Pontours,196,196
Port-Sainte-Foy-et-Ponchapt,2544,2544
Prats-de-Carlux,567,567
Prats-du-Périgord,149,149
Pressignac-Vicq,443,443
Preyssac-d'Excideuil,161,161
Prigonrieux,4235,4235
Proissans,1042,1042
Queyssac,480,480
Quinsac,370,370
Rampieux,150,150
Razac-d'Eymet,293,293
Razac-de-Saussignac,349,349
Razac-sur-l'Isle,2436,2436
Ribagnac,314,314
Ribérac,4008,4008
La Roche-Chalais,3052,3052
La Rochebeaucourt-et-Argentine,331,331
La Roque-Gageac,444,444
Rouffignac-de-Sigoulès,317,317
Rouffignac-Saint-Cernin-de-Reilhac,1638,1638
Rudeau-Ladosse,162,162
Sadillac,119,119
Sagelat,319,319
Saint-Agne,448,448
Saint-Amand-de-Vergt,251,251
Saint-André-d'Allas,852,852
Saint-André-de-Double,175,175
Saint-Antoine-de-Breuilh,1917,1917
Saint-Aquilin,482,482
Saint-Astier,5590,5590
Saint-Aubin-de-Cadelech,340,340
Saint-Aubin-de-Lanquais,347,347
Saint-Aubin-de-Nabirat,146,146
Saint Aulaye-Puymangou,1451,1451
Saint-Avit-de-Vialard,167,167
Saint-Avit-Rivière,82,82
Saint-Avit-Sénieur,443,443
Saint-Barthélemy-de-Bellegarde,507,507
Saint-Barthélemy-de-Bussière,222,222
Saint-Capraise-d'Eymet,158,158
Saint-Capraise-de-Lalinde,542,542
Saint-Cassien,36,36
Saint-Cernin-de-l'Herm,238,238
Saint-Cernin-de-Labarde,213,213
Saint-Chamassy,530,530
Saint-Crépin-d'Auberoche,361,361
Saint-Crépin-et-Carlucet,530,530
Saint-Cybranet,391,391
Saint-Cyprien,1595,1595
Saint-Cyr-les-Champagnes,251,251
Saint-Estèphe,632,632
Saint-Étienne-de-Puycorbier,110,110
Saint-Félix-de-Bourdeilles,62,62
Saint-Félix-de-Reillac-et-Mortemart,189,189
Saint-Félix-de-Villadeix,336,336
Saint-Front-d'Alemps,266,266
Saint-Front-de-Pradoux,1175,1175
Saint-Front-la-Rivière,526,526
Saint-Front-sur-Nizonne,159,159
Saint-Geniès,965,965
Saint-Georges-Blancaneix,252,252
Saint-Georges-de-Montclard,296,296
Saint-Géraud-de-Corps,245,245
Saint-Germain-de-Belvès,185,185
Saint-Germain-des-Prés,506,506
Saint-Germain-du-Salembre,948,948
Saint-Germain-et-Mons,847,847
Saint-Géry,238,238
Saint-Geyrac,204,204
Saint-Hilaire-d'Estissac,114,114
Saint-Jean-d'Ataux,131,131
Saint-Jean-d'Estissac,177,177
Saint-Jean-de-Côle,371,371
Saint-Jory-de-Chalais,622,622
Saint-Jory-las-Bloux,244,244
Saint-Julien-de-Lampon,644,644
Saint-Julien-Innocence-Eulalie,304,304
Saint-Just,138,138
Saint-Laurent-des-Hommes,1036,1036
Saint-Laurent-des-Vignes,899,899
Saint-Laurent-la-Vallée,256,256
Saint-Léon-d'Issigeac,130,130
Saint-Léon-sur-l'Isle,2050,2050
Saint-Léon-sur-Vézère,437,437
Saint-Louis-en-l'Isle,308,308
Saint-Maime-de-Péreyrol,291,291
Saint-Marcel-du-Périgord,149,149
Saint-Marcory,53,53
Saint-Martial-d'Albarède,471,471
Saint-Martial-d'Artenset,962,962
Saint-Martial-de-Nabirat,588,588
Saint-Martial-de-Valette,803,803
Saint-Martial-Viveyrol,197,197
Saint-Martin-de-Fressengeas,365,365
Saint-Martin-de-Gurson,674,674
Saint-Martin-de-Ribérac,726,726
Saint-Martin-des-Combes,194,194
Saint-Martin-l'Astier,139,139
Saint-Martin-le-Pin,278,278
Saint-Méard-de-Drône,503,503
Saint-Méard-de-Gurçon,831,831
Saint-Médard-d'Excideuil,562,562
Saint-Médard-de-Mussidan,1737,1737
Saint-Mesmin,323,323
Saint-Michel-de-Double,246,246
Saint-Michel-de-Montaigne,342,342
Saint-Michel-de-Villadeix,315,315
Saint-Nexans,985,985
Saint-Pancrace,187,187
Saint-Pantaly-d'Excideuil,153,153
Saint-Pardoux-de-Drône,203,203
Saint-Pardoux-et-Vielvic,211,211
Saint-Pardoux-la-Rivière,1192,1192
Saint-Paul-de-Serre,288,288
Saint-Paul-la-Roche,525,525
Saint-Paul-Lizonne,276,276
Saint-Perdoux,137,137
Saint-Pierre-d'Eyraud,1811,1811
Saint-Pierre-de-Chignac,888,888
Saint-Pierre-de-Côle,432,432
Saint-Pierre-de-Frugie,401,401
Saint-Pompont,378,378
Saint-Priest-les-Fougères,386,386
Saint Privat en Périgord,1151,1151
Saint-Rabier,594,594
Saint-Raphaël,97,97
Saint-Rémy,517,517
Saint-Romain-de-Monpazier,114,114
Saint-Romain-et-Saint-Clément,332,332
Saint-Saud-Lacoussière,846,846
Saint-Sauveur,868,868
Saint-Sauveur-Lalande,157,157
Saint-Seurin-de-Prats,502,502
Saint-Séverin-d'Estissac,100,100
Saint-Sulpice-d'Excideuil,347,347
Saint-Sulpice-de-Roumagnac,280,280
Saint-Victor,203,203
Saint-Vincent-de-Connezac,674,674
Saint-Vincent-de-Cosse,376,376
Saint-Vincent-Jalmoutiers,253,253
Saint-Vincent-le-Paluel,286,286
Saint-Vincent-sur-l'Isle,309,309
Saint-Vivien,257,257
Sainte-Croix,87,87
Sainte-Croix-de-Mareuil,156,156
Sainte-Eulalie-d'Ans,291,291
Sainte-Foy-de-Belvès,141,141
Sainte-Foy-de-Longas,244,244
Sainte-Mondane,265,265
Sainte-Nathalène,607,607
Sainte-Orse,364,364
Sainte-Radegonde,63,63
Sainte-Trie,112,112
Salagnac,773,773
Salignac-Eyvigues,1213,1213
Salles-de-Belvès,73,73
Salon,281,281
Sanilhac,4651,4651
Sarlande,432,432
Sarlat-la-Canéda,9303,9303
Sarliac-sur-l'Isle,1040,1040
Sarrazac,386,386
Saussignac,441,441
Savignac-de-Miremont,182,182
Savignac-de-Nontron,193,193
Savignac-Lédrier,726,726
Savignac-les-Églises,989,989
Sceau-Saint-Angel,126,126
Segonzac,208,208
Sergeac,219,219
Serres-et-Montguyard,240,240
Servanches,90,90
Sigoulès-et-Flaugeac,1461,1461
Simeyrols,261,261
Singleyrac,270,270
Siorac-de-Ribérac,255,255
Siorac-en-Périgord,1064,1064
Sorges et Ligueux en Périgord,1592,1592
Soudat,92,92
Soulaures,93,93
Sourzac,1121,1121
Tamniès,394,394
Teillots,103,103
Temple-Laguyon,42,42
Terrasson-Lavilledieu,6308,6308
Teyjat,280,280
Thénac,498,498
Thenon,1279,1279
Thiviers,3033,3033
Thonac,256,256
Tocane-Saint-Apre,1727,1727
La Tour-Blanche-Cercles,608,608
Tourtoirac,649,649
Trélissac,6881,6881
Trémolat,655,655
Tursac,349,349
Urval,121,121
Val de Louyre et Caudeau,1614,1614
Vallereuil,300,300
Valojoulx,279,279
Vanxains,788,788
Varaignes,412,412
Varennes,471,471
Vaunac,276,276
Vélines,1112,1112
Vendoire,136,136
Verdon,49,49
Vergt,1687,1687
Vergt-de-Biron,201,201
Verteillac,689,689
Veyrignac,343,343
Veyrines-de-Domme,252,252
Veyrines-de-Vergt,267,267
Vézac,598,598
Villac,268,268
Villamblard,905,905
Villars,472,472
Villefranche-de-Lonchat,991,991
Villefranche-du-Périgord,705,705
Villetoureix,927,927
Vitrac,830,830
Abbans-Dessous,269,269
Abbans-Dessus,309,309
Abbenans,348,348
Abbévillers,1060,1060
Accolans,97,97
Adam-lès-Passavant,91,91
Adam-lès-Vercel,106,106
Aibre,477,477
Aïssey,172,172
Allenjoie,751,751
Les Alliés,163,163
Allondans,256,256
Amagney,867,867
Amancey,707,707
Amathay-Vésigneux,167,167
Amondans,90,90
Anteuil,676,676
Appenans,386,386
Arbouans,954,954
Arc-et-Senans,1654,1654
Arc-sous-Cicon,678,678
Arc-sous-Montenot,204,204
Arcey,1489,1489
Arçon,856,856
Aubonne,243,243
Audeux,444,444
Audincourt,13569,13569
Autechaux,430,430
Autechaux-Roide,533,533
Les Auxons,2589,2589
Avanne-Aveney,2286,2286
Avilley,166,166
Avoudrey,924,924
Badevel,829,829
Bannans,379,379
Le Barboux,246,246
Bart,2033,2033
Bartherans,55,55
Battenans-les-Mines,55,55
Battenans-Varin,78,78
Baume-les-Dames,5226,5226
Bavans,3700,3700
Belfays,143,143
Le Bélieu,455,455
Belleherbe,636,636
Belmont,67,67
Belvoir,111,111
Berche,507,507
Berthelange,338,338
Besançon,119249,119249
Bethoncourt,5725,5725
Beure,1360,1360
Beutal,282,282
Bians-les-Usiers,701,701
Bief,115,115
Le Bizot,317,317
Blamont,1247,1247
Blarians,61,61
Blussangeaux,85,85
Blussans,198,198
Bolandoz,387,387
Bondeval,483,483
Bonnal,31,31
Bonnay,843,843
Bonnétage,937,937
Bonnevaux,397,397
La Bosse,74,74
Bouclans,1096,1096
Boujailles,437,437
Bourguignon,937,937
Bournois,193,193
Boussières,1140,1140
Bouverans,371,371
Braillans,207,207
Branne,178,178
Breconchaux,98,98
Bremondans,88,88
Brères,62,62
Les Bréseux,485,485
La Bretenière,72,72
Bretigney,73,73
Bretigney-Notre-Dame,112,112
Bretonvillers,279,279
Brey-et-Maison-du-Bois,105,105
Brognard,493,493
Buffard,173,173
Bugny,223,223
Bulle,441,441
Burgille,570,570
Burnevillers,47,47
Busy,643,643
By,79,79
Byans-sur-Doubs,566,566
Cademène,71,71
Cendrey,191,191
Cernay-l'Église,311,311
Cessey,343,343
Chaffois,1003,1003
Chalèze,382,382
Chalezeule,1310,1310
Chamesey,139,139
Chamesol,383,383
Champagney,289,289
Champlive,253,253
Champoux,91,91
Champvans-les-Moulins,350,350
Chantrans,419,419
Chapelle-d'Huin,521,521
Chapelle-des-Bois,269,269
Charmauvillers,256,256
Charmoille,335,335
Charnay,482,482
Charquemont,2718,2718
Chassagne-Saint-Denis,117,117
Châteauvieux-les-Fossés,13,13
Châtelblanc,125,125
Châtillon-Guyotte,132,132
Châtillon-le-Duc,2095,2095
Châtillon-sur-Lison,9,9
Chaucenne,524,524
La Chaux,567,567
Chaux-lès-Passavant,140,140
Chaux-Neuve,321,321
Chay,229,229
Chazot,121,121
Chemaudin et Vaux,1979,1979
La Chenalotte,504,504
Chenecey-Buillon,526,526
Chevigney-lès-Vercel,133,133
Chevigney-sur-l'Ognon,295,295
La Chevillotte,147,147
Chevroz,131,131
Chouzelot,278,278
Cléron,322,322
La Cluse-et-Mijoux,1335,1335
Colombier-Fontaine,1293,1293
Les Combes,763,763
Consolation-Maisonnettes,38,38
Corcelle-Mieslot,110,110
Corcelles-Ferrières,204,204
Corcondray,146,146
Côtebrune,86,86
Cour-Saint-Maurice,157,157
Courcelles,108,108
Courcelles-lès-Montbéliard,1317,1317
Courchapon,221,221
Courtefontaine,249,249
Courtetain-et-Salans,85,85
Courvières,319,319
Crosey-le-Grand,157,157
Crosey-le-Petit,138,138
Le Crouzet,60,60
Crouzet-Migette,122,122
Cubrial,140,140
Cubry,88,88
Cusance,70,70
Cuse-et-Adrisans,296,296
Cussey-sur-l'Ognon,1056,1056
Cussey-sur-Lison,70,70
Dambelin,501,501
Dambenois,776,776
Dammartin-les-Templiers,203,203
Dampierre-les-Bois,1662,1662
Dampierre-sur-le-Doubs,467,467
Dampjoux,176,176
Damprichard,1942,1942
Dannemarie,113,113
Dannemarie-sur-Crète,1765,1765
Dasle,1452,1452
Deluz,620,620
Désandans,749,749
Déservillers,349,349
Devecey,1479,1479
Dommartin,724,724
Dompierre-les-Tilleuls,271,271
Domprel,184,184
Doubs,3110,3110
Dung,654,654
Durnes,181,181
Échay,133,133
Échenans,161,161
Échevannes,89,89
École-Valentin,2657,2657
Les Écorces,740,740
Écot,513,513
L' Écouvotte,92,92
Écurcey,278,278
Émagny,604,604
Épenouse,154,154
Épenoy,646,646
Épeugney,601,601
Esnans,68,68
Étalans,1586,1586
Éternoz,345,345
Étouvans,838,838
Étrabonne,192,192
Étrappe,217,217
Étray,261,261
Étupes,3791,3791
Évillers,370,370
Exincourt,3272,3272
Eysson,118,118
Faimbe,109,109
Fallerans,292,292
Ferrières-le-Lac,179,179
Ferrières-les-Bois,323,323
Fertans,266,266
Fesches-le-Châtel,2222,2222
Fessevillers,160,160
Feule,181,181
Les Fins,3247,3247
Flagey,162,162
Flagey-Rigney,113,113
Flangebouche,797,797
Fleurey,88,88
Fontain,1328,1328
Fontaine-lès-Clerval,304,304
Fontenelle-Montby,95,95
Les Fontenelles,701,701
Fontenotte,64,64
Fourbanne,181,181
Fourcatier-et-Maison-Neuve,112,112
Fourg,384,384
Les Fourgs,1413,1413
Fournet-Blancheroche,370,370
Fournets-Luisans,717,717
Frambouhans,918,918
Franey,277,277
Franois,2380,2380
Frasne,1973,1973
Froidevaux,76,76
Fuans,507,507
Gellin,248,248
Gémonval,85,85
Geneuille,1351,1351
Geney,121,121
Gennes,701,701
Germéfontaine,124,124
Germondans,61,61
Gevresin,124,124
Gilley,1693,1693
Glamondans,221,221
Glay,342,342
Glère,226,226
Gondenans-les-Moulins,72,72
Gondenans-Montby,177,177
Gonsans,580,580
Gouhelans,119,119
Goumois,167,167
Goux-lès-Dambelin,285,285
Goux-les-Usiers,736,736
Goux-sous-Landet,72,72
Grand-Charmont,5772,5772
Grand'Combe-Châteleu,1515,1515
Grand'Combe-des-Bois,138,138
Grandfontaine,1686,1686
Grandfontaine-sur-Creuse,75,75
La Grange,97,97
Granges-Narboz,1268,1268
Les Grangettes,292,292
Les Gras,825,825
Le Gratteris,186,186
Grosbois,247,247
Guillon-les-Bains,110,110
Guyans-Durnes,285,285
Guyans-Vennes,854,854
Hauterive-la-Fresse,231,231
Hérimoncourt,3693,3693
L' Hôpital-du-Grosbois,609,609
L' Hôpital-Saint-Lieffroy,119,119
Les Hôpitaux-Neufs,932,932
Les Hôpitaux-Vieux,456,456
Houtaud,1130,1130
Huanne-Montmartin,88,88
Hyémondans,205,205
Hyèvre-Magny,72,72
Hyèvre-Paroisse,194,194
Indevillers,264,264
L' Isle-sur-le-Doubs,3070,3070
Issans,250,250
Jallerange,266,266
Jougne,1893,1893
Labergement-Sainte-Marie,1231,1231
Laire,412,412
Laissey,448,448
Lanans,173,173
Landresse,239,239
Lantenne-Vertière,547,547
Lanthenans,68,68
Larnod,784,784
Laval-le-Prieuré,36,36
Lavans-Quingey,194,194
Lavans-Vuillafans,243,243
Lavernay,585,585
Laviron,342,342
Levier,2409,2409
Liebvillers,169,169
Liesle,547,547
Lizine,93,93
Lods,221,221
Lombard,194,194
Lomont-sur-Crête,177,177
Longechaux,81,81
Longemaison,157,157
Longevelle-lès-Russey,46,46
Longevelle-sur-Doubs,696,696
Longeville,176,176
La Longeville,826,826
Longevilles-Mont-d'Or,596,596
Loray,535,535
Lougres,788,788
Le Luhier,223,223
Luxiol,161,161
Magny-Châtelard,61,61
Maîche,4396,4396
Maisons-du-Bois-Lièvremont,815,815
Malans,178,178
Malbrans,164,164
Malbuisson,880,880
Malpas,290,290
Mamirolle,1793,1793
Mancenans,313,313
Mancenans-Lizerne,198,198
Mandeure,4969,4969
Marchaux-Chaudefontaine,1485,1485
Marvelise,167,167
Mathay,2195,2195
Mazerolles-le-Salin,204,204
Médière,296,296
Le Mémont,46,46
Mercey-le-Grand,558,558
Mérey-sous-Montrond,440,440
Mérey-Vieilley,152,152
Mésandans,228,228
Meslières,369,369
Mesmay,74,74
Métabief,1219,1219
Miserey-Salines,2538,2538
Moncey,585,585
Moncley,286,286
Mondon,97,97
Mont-de-Laval,183,183
Mont-de-Vougney,191,191
Montagney-Servigney,135,135
Montancy,144,144
Montandon,409,409
Montbéliard,25980,25980
Montbéliardot,118,118
Montbenoît,408,408
Montécheroux,564,564
Montenois,1544,1544
Montfaucon,1599,1599
Montferrand-le-Château,2206,2206
Montflovin,111,111
Montgesoye,474,474
Montivernage,28,28
Montjoie-le-Château,28,28
Montlebon,2149,2149
Montmahoux,95,95
Montperreux,872,872
Montrond-le-Château,575,575
Montussaint,59,59
Morre,1440,1440
Morteau,7244,7244
Mouthe,1133,1133
Le Moutherot,129,129
Mouthier-Haute-Pierre,340,340
Myon,187,187
Naisey-les-Granges,816,816
Nancray,1289,1289
Nans,104,104
Nans-sous-Sainte-Anne,160,160
Narbief,73,73
Neuchâtel-Urtière,195,195
Noël-Cerneux,448,448
Noirefontaine,365,365
Noironte,390,390
Nommay,1675,1675
Novillars,1542,1542
Ollans,39,39
Onans,362,362
Orchamps-Vennes,2190,2190
Orgeans-Blanchefontaine,45,45
Ornans,4517,4517
Orsans,167,167
Orve,63,63
Osse,326,326
Osselle-Routelle,960,960
Ougney-Douvot,258,258
Ouhans,383,383
Ouvans,62,62
Oye-et-Pallet,738,738
Palantine,73,73
Palise,145,145
Paroy,128,128
Passavant,229,229
Passonfontaine,330,330
Pays-de-Clerval,1258,1258
Pelousey,1555,1555
Péseux,128,128
Pessans,90,90
Petite-Chaux,146,146
Pierrefontaine-lès-Blamont,480,480
Pierrefontaine-les-Varans,1446,1446
Pirey,2106,2106
Placey,202,202
Plaimbois-du-Miroir,254,254
Plaimbois-Vennes,102,102
Les Plains-et-Grands-Essarts,224,224
La Planée,304,304
Pompierre-sur-Doubs,309,309
Pont-de-Roide-Vermondans,4260,4260
Pont-les-Moulins,197,197
Pontarlier,18033,18033
Les Pontets,139,139
Pouilley-Français,852,852
Pouilley-les-Vignes,2004,2004
Pouligney-Lusans,861,861
Les Premiers Sapins,1586,1586
Présentevillers,467,467
La Prétière,161,161
Provenchère,138,138
Puessans,34,34
Pugey,762,762
Le Puy,115,115
Quingey,1444,1444
Rahon,126,126
Rancenay,358,358
Randevillers,124,124
Rang,423,423
Raynans,342,342
Recologne,656,656
Reculfoz,44,44
Rémondans-Vaivre,238,238
Remoray-Boujeons,439,439
Renédale,43,43
Rennes-sur-Loue,109,109
Reugney,334,334
Rigney,409,409
Rignosot,119,119
Rillans,96,96
La Rivière-Drugeon,928,928
Roche-lès-Clerval,110,110
Roche-lez-Beaupré,2137,2137
Rochejean,678,678
Roches-lès-Blamont,646,646
Rognon,48,48
Romain,130,130
Ronchaux,88,88
Rondefontaine,35,35
Roset-Fluans,523,523
Rosières-sur-Barbèche,126,126
Rosureux,79,79
Rougemont,1156,1156
Rougemontot,96,96
Rouhe,81,81
Roulans,1151,1151
Ruffey-le-Château,372,372
Rurey,346,346
Le Russey,2423,2423
Saint-Antoine,356,356
Saint-Georges-Armont,126,126
Saint-Gorgon-Main,286,286
Saint-Hilaire,169,169
Saint-Hippolyte,911,911
Saint-Juan,175,175
Saint-Julien-lès-Montbéliard,170,170
Saint-Julien-lès-Russey,183,183
Saint-Maurice-Colombier,933,933
Saint-Point-Lac,289,289
Saint-Vit,4945,4945
Sainte-Anne,42,42
Sainte-Colombe,416,416
Sainte-Marie,700,700
Sainte-Suzanne,1551,1551
Samson,86,86
Sancey,1359,1359
Saône,3433,3433
Saraz,13,13
Sarrageois,198,198
Saules,232,232
Sauvagney,189,189
Scey-Maisières,300,300
Séchin,114,114
Seloncourt,5919,5919
Semondans,308,308
Septfontaines,375,375
Serre-les-Sapins,1667,1667
Servin,211,211
Silley-Amancey,142,142
Silley-Bléfond,57,57
Sochaux,3989,3989
Solemont,157,157
Sombacour,647,647
La Sommette,239,239
Soulce-Cernay,128,128
Sourans,120,120
Soye,399,399
Surmont,124,124
Taillecourt,1128,1128
Tallans,50,50
Tallenay,422,422
Tarcenay-Foucherans,1518,1518
Les Terres-de-Chaux,140,140
Thiébouhans,262,262
Thise,3089,3089
Thoraise,366,366
Thulay,223,223
Thurey-le-Mont,132,132
Torpes,1036,1036
Touillon-et-Loutelet,282,282
La Tour-de-Sçay,301,301
Tournans,130,130
Trépot,543,543
Tressandans,25,25
Trévillers,495,495
Trouvans,109,109
Urtière,11,11
Uzelle,173,173
Vaire,827,827
Le Val,274,274
Val-de-Roulans,198,198
Valdahon,5692,5692
Valentigney,10889,10889
Valleroy,158,158
Valonne,247,247
Valoreille,131,131
Vandoncourt,862,862
Vaucluse,150,150
Vauclusotte,88,88
Vaudrivillers,91,91
Vaufrey,158,158
Vaux-et-Chantegrue,598,598
Velesmes-Essarts,352,352
Vellerot-lès-Belvoir,96,96
Vellerot-lès-Vercel,68,68
Vellevans,240,240
Venise,520,520
Vennans,267,267
Vennes,186,186
Vercel-Villedieu-le-Camp,1674,1674
Vergranne,112,112
Verne,131,131
Vernierfontaine,473,473
Vernois-lès-Belvoir,61,61
Le Vernoy,171,171
Verrières-de-Joux,461,461
La Vèze,462,462
Vieilley,718,718
Viéthorey,96,96
Vieux-Charmont,2798,2798
Villars-lès-Blamont,447,447
Villars-Saint-Georges,275,275
Villars-sous-Dampjoux,365,365
Villars-sous-Écot,360,360
Ville-du-Pont,322,322
Les Villedieu,210,210
Villeneuve-d'Amont,272,272
Villers-Buzon,260,260
Villers-Chief,124,124
Villers-Grélot,155,155
Villers-la-Combe,52,52
Villers-le-Lac,5096,5096
Villers-Saint-Martin,217,217
Villers-sous-Chalamont,299,299
Villers-sous-Montrond,213,213
Voillans,214,214
Voires,92,92
Vorges-les-Pins,613,613
Voujeaucourt,3259,3259
Vuillafans,770,770
Vuillecin,664,664
Vyt-lès-Belvoir,191,191
Albon,1973,1973
Aleyrac,47,47
Alixan,2584,2584
Allan,1776,1776
Allex,2593,2593
Ambonil,120,120
Ancône,1370,1370
Andancette,1375,1375
Anneyron,4091,4091
Aouste-sur-Sye,2565,2565
Arnayon,27,27
Arpavon,80,80
Arthémonay,596,596
Aubenasson,77,77
Aubres,437,437
Aucelon,16,16
Aulan,12,12
Aurel,248,248
Autichamp,125,125
Ballons,86,86
Barbières,1077,1077
Barcelonne,359,359
Barnave,209,209
Barret-de-Lioure,74,74
Barsac,141,141
Bathernay,262,262
La Bâtie-des-Fonds,4,4
La Bâtie-Rolland,1056,1056
La Baume-Cornillane,452,452
La Baume-d'Hostun,580,580
La Baume-de-Transit,897,897
Beaufort-sur-Gervanne,479,479
Beaumont-en-Diois,108,108
Beaumont-lès-Valence,3734,3734
Beaumont-Monteux,1334,1334
